217999,1293180.000000
218006,850711.000000 
218024,227881.000000 
218048,1646597.600000
218118,1444319.000000
218168,1139155.000000
218179,1405450.000000
218197,543967.000000 
218213,419127.000000 
218222,159972.000000 
218301,1294260.000000
218338,1386390.000000
218391,350528.210000 
218436,782003.000000 
218473,1301020.000000
218589,1107850.000000
218677,80776.300000  
218679,405588.000000 
218716,884076.000000 
218751,358799.300000 
218771,573716.000000 
218783,656242.300000 
218829,600696.000000 
218898,956599.000000 
218940,1182740.000000
218968,1240584.000000
219001,902841.000000 
219028,32549.000000  
219055,1187130.000000
219089,1041500.000000
219111,1563732.000000
219114,800760.000000 
